20
15,15,15,15,15,15,13,13,13,13,13,13,13,13,13,13,14,14,14,14
15,15,15,15,15,13,13,13,13,13,13,13,13,13,13,13,13,14,14,14
15,15,15,15,13,13,13,13,13,13,13,13,14,13,13,13,13,13,14,14
15,15,15,15,13,13,13,13,13,13,13,13,14,13,13,13,13,13,14,14
15,15,15,13,13,13,13,13,13,13,13,14,14,13,13,13,13,13,14,14
15,15,15,13,13,13,13,13,13,13,13,14,14,13,13,13,13,13,14,14
15,15,15,13,13,13,13,13,13,13,13,14,14,13,13,13,13,13,14,14
15,15,15,13,13,13,13,13,13,13,14,14,13,13,13,13,13,13,14,14
15,15,15,13,13,13,13,13,13,14,14,14,13,13,13,13,13,13,14,14
15,15,15,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14
15,15,15,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14
15,15,15,13,13,13,13,13,13,14,14,14,13,13,13,13,13,13,14,14
15,15,15,13,13,13,13,13,13,13,14,14,13,13,13,13,13,13,14,14
15,15,15,13,13,13,13,13,13,13,14,14,13,13,13,13,13,13,14,14
15,15,15,13,13,13,13,13,13,13,14,14,13,13,13,13,13,13,14,14
15,15,15,13,13,13,13,13,13,13,13,14,13,13,13,13,13,13,14,14
15,15,15,13,13,13,13,13,13,13,13,14,13,13,13,13,13,14,14,14
15,15,15,13,13,13,13,13,13,13,13,13,13,13,13,13,14,14,14,14
15,15,15,15,13,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14
15,15,15,15,15,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14
