20
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0
0,0,0,0,0,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0
0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0
0,0,11,8,8,8,8,8,8,8,8,8,8,8,8,8,11,0,0,0,0,0
0,0,0,0,11,8,11,8,11,8,11,8,11,8,11,0,0,0,0,0,0,0
0,0,0,0,0,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0
0,0,0,0,8,0,0,8,8,8,8,8,0,0,8,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
